YEAR,MO,DY,RH2M,PRECTOTCORR,AOD_55,ALLSKY_SFC_SW_DWN,IMERG_PRECTOT,Fecha
2014,6,5,84.31,24.22,0.4,3.5796,,2014-06-05
2014,6,6,90.24,56.02,0.57,2.9263,,2014-06-06
2014,6,7,88.15,43.5,0.48,1.8206,,2014-06-07
2014,6,8,86.06,13.38,0.37,4.507,,2014-06-08
2014,6,9,85.09,8.25,0.23,5.6251,,2014-06-09
2014,6,10,86.13,8.04,0.25,4.4534,,2014-06-10
2014,6,11,86.96,14.81,0.31,5.6388,,2014-06-11
2014,6,12,83.54,1.41,0.27,6.949,,2014-06-12
2014,6,13,80.52,0.83,0.22,6.6365,,2014-06-13
2014,6,14,83.59,0.99,0.27,6.6953,,2014-06-14
2014,6,15,82.89,4.24,0.24,6.5969,,2014-06-15
2014,6,16,84.33,14.16,0.2,6.3192,,2014-06-16
2014,6,17,81.8,7.95,0.28,6.5323,,2014-06-17
2014,6,18,82.41,5.44,0.25,6.7404,,2014-06-18
2014,6,19,81.53,6.04,0.23,6.4793,,2014-06-19
2014,6,20,83.04,16.98,0.24,6.1812,,2014-06-20
2014,6,21,82.89,8.47,0.23,6.0046,,2014-06-21
2014,6,22,82.42,3.52,0.25,6.3936,,2014-06-22
2014,6,23,85.17,7.91,0.3,6.0914,,2014-06-23
2014,6,24,88.69,13.68,0.49,4.3745,,2014-06-24
2014,6,25,87.98,11.18,0.49,4.2365,,2014-06-25
2014,6,26,83.23,4.72,0.31,4.6092,,2014-06-26
2014,6,27,81.24,3.91,0.32,6.3533,,2014-06-27
2014,6,28,82.45,6.01,0.49,6.1886,,2014-06-28
2014,6,29,82.61,8.47,0.44,4.979,,2014-06-29
2014,6,30,83.25,2.97,0.61,2.5884,,2014-06-30
2014,7,1,78.78,1.05,0.61,2.4266,,2014-07-01
2014,7,2,85.65,22.34,0.82,4.4484,,2014-07-02
2014,7,3,85.34,26.32,0.9,4.3394,,2014-07-03
2014,7,4,87.69,30.07,0.82,3.9749,,2014-07-04
2014,7,5,88.72,22.21,0.63,2.814,,2014-07-05
2014,7,6,86.17,10.27,0.45,3.8105,,2014-07-06
2014,7,7,83.16,3.25,0.46,5.1154,,2014-07-07
2014,7,8,81.66,0.63,0.42,6.0302,,2014-07-08
2014,7,9,83.75,1.15,0.44,5.7101,,2014-07-09
2014,7,10,85.13,3.29,0.5,6.0348,,2014-07-10
2014,7,11,82.14,12.43,0.37,6.1003,,2014-07-11
2014,7,12,87.42,12.78,0.25,3.3331,,2014-07-12
2014,7,13,82.33,9.75,0.2,6.0883,,2014-07-13
2014,7,14,80.09,4.17,0.29,6.4344,,2014-07-14
2014,7,15,82.0,1.04,0.53,6.067,,2014-07-15
2014,7,16,85.21,3.24,0.52,5.5466,,2014-07-16
2014,7,17,81.16,0.5,0.5,5.5186,,2014-07-17
2014,7,18,81.71,0.55,0.28,6.6917,,2014-07-18
2014,7,19,78.44,0.23,0.16,6.6653,,2014-07-19
2014,7,20,81.9,0.24,0.15,6.7615,,2014-07-20
2014,7,21,78.54,0.45,0.16,7.1786,,2014-07-21
2014,7,22,80.59,5.17,0.21,6.9953,,2014-07-22
2014,7,23,80.78,13.48,0.29,6.6658,,2014-07-23
2014,7,24,82.07,5.36,0.43,5.8942,,2014-07-24
2014,7,25,78.74,0.91,0.35,6.6264,,2014-07-25
2014,7,26,80.61,0.27,0.24,6.6514,,2014-07-26
2014,7,27,80.67,2.63,0.21,6.5052,,2014-07-27
2014,7,28,82.52,5.07,0.29,5.009,,2014-07-28
2014,7,29,80.85,4.3,0.42,6.4613,,2014-07-29
2014,7,30,79.62,1.51,0.44,6.4714,,2014-07-30
2014,7,31,79.51,0.03,0.36,7.0325,,2014-07-31
2014,8,1,78.91,0.18,0.27,7.1126,,2014-08-01
2014,8,2,81.92,2.83,0.28,6.647,,2014-08-02
2014,8,3,81.39,1.32,0.22,6.2102,,2014-08-03
2014,8,4,77.77,1.89,0.29,6.5246,,2014-08-04
2014,8,5,74.01,4.51,0.35,6.5765,,2014-08-05
2014,8,6,74.1,7.98,0.41,4.4057,,2014-08-06
2014,8,7,82.82,4.31,0.36,5.0105,,2014-08-07
2014,8,8,80.27,4.21,0.33,6.737,,2014-08-08
2014,8,9,81.9,4.24,0.25,6.4008,,2014-08-09
2014,8,10,82.56,2.71,0.24,6.5129,,2014-08-10
2014,8,11,82.19,10.47,0.39,4.9099,,2014-08-11
2014,8,12,78.21,4.38,0.28,5.6186,,2014-08-12
2014,8,13,77.81,5.21,0.2,4.7746,,2014-08-13
2014,8,14,78.7,3.39,0.32,6.0269,,2014-08-14
2014,8,15,78.43,3.9,0.25,6.4435,,2014-08-15
2014,8,16,77.39,0.86,0.44,5.6208,,2014-08-16
2014,8,17,77.62,3.62,0.42,5.2085,,2014-08-17
2014,8,18,81.87,3.32,0.48,3.1452,,2014-08-18
2014,8,19,76.57,2.36,0.43,5.801,,2014-08-19
2014,8,20,84.02,8.83,0.4,6.0624,,2014-08-20
2014,8,21,86.87,23.73,0.38,6.138,,2014-08-21
2014,8,22,86.96,9.85,0.33,4.6783,,2014-08-22
2014,8,23,77.9,15.09,0.28,5.0666,,2014-08-23
2014,8,24,75.93,1.17,0.25,6.1394,,2014-08-24
2014,8,25,79.17,0.69,0.19,6.5273,,2014-08-25
2014,8,26,79.27,0.61,0.13,6.905,,2014-08-26
2014,8,27,80.7,0.76,0.15,6.5294,,2014-08-27
2014,8,28,76.47,0.5,0.17,6.7217,,2014-08-28
2014,8,29,79.21,3.4,0.32,6.5304,,2014-08-29
2014,8,30,82.79,9.23,0.24,5.2985,,2014-08-30
2014,8,31,88.16,15.43,0.25,4.7794,,2014-08-31
2014,9,1,86.33,15.54,0.17,4.0344,,2014-09-01
2014,9,2,85.06,5.17,0.28,1.4141,,2014-09-02
2014,9,3,83.72,9.77,0.29,4.7489,,2014-09-03
2014,9,4,83.43,3.06,0.22,4.8953,,2014-09-04
2014,9,5,86.7,4.55,0.23,5.051,,2014-09-05
2014,9,6,85.97,16.17,0.23,5.6575,,2014-09-06
2014,9,7,86.19,26.4,0.23,4.6493,,2014-09-07
2014,9,8,86.26,30.12,0.26,4.6522,,2014-09-08
2014,9,9,86.86,9.04,0.33,4.781,,2014-09-09
2014,9,10,83.33,5.33,0.18,5.9138,,2014-09-10
2014,9,11,82.67,8.22,0.19,5.8997,,2014-09-11
2014,9,12,83.72,11.37,0.28,3.8592,,2014-09-12
2014,9,13,87.58,11.86,0.32,3.9223,,2014-09-13
2014,9,14,85.86,22.78,0.28,3.2921,,2014-09-14
2014,9,15,88.3,32.75,0.23,5.0858,,2014-09-15
2014,9,16,89.2,34.83,0.41,2.7643,,2014-09-16
2014,9,17,83.27,1.22,0.35,4.9762,,2014-09-17
2014,9,18,86.44,0.46,0.17,5.5061,,2014-09-18
2014,9,19,88.03,1.85,0.19,5.9069,,2014-09-19
2014,9,20,88.21,3.85,0.21,5.6808,,2014-09-20
2014,9,21,87.18,12.47,0.25,4.5833,,2014-09-21
2014,9,22,87.63,17.52,0.18,5.2423,,2014-09-22
2014,9,23,86.4,14.81,0.13,5.5414,,2014-09-23
2014,9,24,86.8,12.97,0.14,4.867,,2014-09-24
2014,9,25,86.26,23.11,0.16,5.6563,,2014-09-25
2014,9,26,86.15,10.46,0.21,5.3909,,2014-09-26
2014,9,27,88.24,21.71,0.18,4.5809,,2014-09-27
2014,9,28,89.63,24.05,0.28,4.0687,,2014-09-28
2014,9,29,92.19,17.0,0.23,3.0967,,2014-09-29
2014,9,30,85.12,8.84,0.26,5.1276,,2014-09-30
2014,10,1,86.67,5.87,0.28,5.8313,,2014-10-01
2014,10,2,84.71,2.8,0.27,5.2874,,2014-10-02
2014,10,3,84.57,10.24,0.21,5.3078,,2014-10-03
2014,10,4,91.43,5.74,0.22,5.0623,,2014-10-04
2014,10,5,84.38,1.49,0.23,4.6618,,2014-10-05
2014,10,6,87.53,0.78,0.37,4.7746,,2014-10-06
2014,10,7,83.42,11.93,0.23,4.8737,,2014-10-07
2014,10,8,86.41,15.6,0.24,5.5325,,2014-10-08
2014,10,9,81.85,4.89,0.25,5.551,,2014-10-09
2014,10,10,79.33,0.46,0.27,5.7226,,2014-10-10
2014,10,11,83.26,4.44,0.23,4.9394,,2014-10-11
2014,10,12,82.4,3.64,0.21,4.789,,2014-10-12
2014,10,13,83.03,1.16,0.18,5.3969,,2014-10-13
2014,10,14,82.29,13.47,0.31,3.1346,,2014-10-14
2014,10,15,75.33,1.27,0.19,3.6979,,2014-10-15
2014,10,16,79.58,2.23,0.27,2.9496,,2014-10-16
2014,10,17,84.04,1.77,0.17,4.7849,,2014-10-17
2014,10,18,92.68,8.72,0.23,3.2018,,2014-10-18
2014,10,19,87.51,24.64,0.34,3.0854,,2014-10-19
2014,10,20,87.96,14.84,0.29,1.9622,,2014-10-20
2014,10,21,86.31,4.84,0.2,3.8844,,2014-10-21
2014,10,22,88.56,6.55,0.21,4.1244,,2014-10-22
2014,10,23,86.22,10.68,0.18,3.882,,2014-10-23
2014,10,24,84.01,4.36,0.13,3.2998,,2014-10-24
2014,10,25,82.02,1.18,0.08,5.5152,,2014-10-25
2014,10,26,78.13,0.13,0.05,5.0758,,2014-10-26
2014,10,27,75.09,0.0,0.09,5.483,,2014-10-27
2014,10,28,79.18,0.01,0.23,5.4958,,2014-10-28
2014,10,29,82.43,0.89,0.25,4.4342,,2014-10-29
2014,10,30,89.23,16.92,0.14,3.1855,,2014-10-30
2014,10,31,85.0,19.0,0.19,3.6977,,2014-10-31
2014,11,1,84.41,14.82,0.15,3.5316,,2014-11-01
2014,11,2,79.07,2.12,0.14,3.7068,,2014-11-02
2014,11,3,81.33,0.55,0.16,3.8184,,2014-11-03
2014,11,4,82.25,0.01,0.18,4.7489,,2014-11-04
2014,11,5,84.87,0.12,0.31,4.95,,2014-11-05
2014,11,6,86.33,3.89,0.22,3.6449,,2014-11-06
2014,11,7,87.79,11.5,0.12,2.0414,,2014-11-07
2014,11,8,86.16,4.58,0.18,2.8939,,2014-11-08
2014,11,9,83.11,4.43,0.21,3.6713,,2014-11-09
2014,11,10,81.04,0.22,0.09,5.3026,,2014-11-10
2014,11,11,86.27,0.11,0.24,5.0381,,2014-11-11
2014,11,12,87.96,3.68,0.39,3.3041,,2014-11-12
2014,11,13,82.88,4.12,0.25,1.7362,,2014-11-13
2014,11,14,82.92,3.74,0.15,2.0844,,2014-11-14
2014,11,15,85.92,1.5,0.11,3.2165,,2014-11-15
2014,11,16,86.96,0.01,0.19,4.2295,,2014-11-16
2014,11,17,82.66,1.65,0.36,2.7142,,2014-11-17
2014,11,18,78.07,0.27,0.37,2.0268,,2014-11-18
2014,11,19,83.93,4.4,0.22,2.5469,,2014-11-19
2014,11,20,86.72,0.7,0.29,3.0946,,2014-11-20
2014,11,21,86.8,0.07,0.32,3.1457,,2014-11-21
2014,11,22,87.03,0.04,0.25,4.53,,2014-11-22
2014,11,23,82.65,0.0,0.19,5.0018,,2014-11-23
2014,11,24,81.9,1.11,0.35,4.2773,,2014-11-24
2014,11,25,79.12,2.67,0.57,1.2043,,2014-11-25
2014,11,26,75.01,0.34,0.2,3.972,,2014-11-26
2014,11,27,76.25,1.05,0.12,4.673,,2014-11-27
2014,11,28,82.51,2.86,0.09,1.7525,,2014-11-28
2014,11,29,81.14,0.88,0.18,3.0871,,2014-11-29
2014,11,30,84.7,0.02,0.16,4.2523,,2014-11-30
2014,12,1,85.18,1.02,0.13,4.015,,2014-12-01
2014,12,2,85.59,3.74,0.07,3.7262,,2014-12-02
2014,12,3,81.59,0.5,0.07,4.7467,,2014-12-03
2014,12,4,81.23,0.18,0.09,4.4534,,2014-12-04
2014,12,5,81.71,0.17,0.17,4.4052,,2014-12-05
2014,12,6,88.6,1.99,0.13,3.5023,,2014-12-06
2014,12,7,87.21,5.09,0.08,3.2782,,2014-12-07
2014,12,8,85.17,3.51,0.09,3.1978,,2014-12-08
2014,12,9,85.21,15.83,0.12,1.926,,2014-12-09
2014,12,10,82.25,1.0,0.11,3.4498,,2014-12-10
2014,12,11,82.55,0.62,0.21,2.9827,,2014-12-11
2014,12,12,81.87,0.59,0.22,2.2529,,2014-12-12
2014,12,13,79.91,0.19,0.21,3.5611,,2014-12-13
2014,12,14,84.73,0.03,0.26,4.0342,,2014-12-14
2014,12,15,85.64,0.0,0.2,4.2955,,2014-12-15
2014,12,16,86.06,0.66,0.2,2.7641,,2014-12-16
2014,12,17,84.02,0.3,0.21,3.7034,,2014-12-17
2014,12,18,87.11,0.08,0.27,4.404,,2014-12-18
2014,12,19,86.34,0.09,0.29,4.3558,,2014-12-19
2014,12,20,88.1,0.56,0.48,1.8276,,2014-12-20
2014,12,21,85.41,0.07,0.42,2.2776,,2014-12-21
2014,12,22,89.95,0.04,0.38,3.3816,,2014-12-22
2014,12,23,70.37,0.01,0.28,3.2186,,2014-12-23
2014,12,24,77.04,4.42,0.52,1.0243,,2014-12-24
2014,12,25,79.59,0.52,0.25,3.4512,,2014-12-25
2014,12,26,85.52,0.12,0.27,3.785,,2014-12-26
2014,12,27,86.24,0.0,0.27,4.5979,,2014-12-27
2014,12,28,85.21,0.37,0.36,3.4318,,2014-12-28
2014,12,29,84.75,0.07,0.33,2.5735,,2014-12-29
2014,12,30,85.94,0.35,0.3,3.1682,,2014-12-30
2014,12,31,89.1,3.06,0.2,3.3408,,2014-12-31
2015,1,1,87.1,1.58,0.21,3.3674,,2015-01-01
2015,1,2,86.52,0.12,0.19,3.3634,,2015-01-02
2015,1,3,83.78,0.03,0.19,4.133,,2015-01-03
2015,1,4,80.35,1.38,0.3,2.7278,,2015-01-04
2015,1,5,73.39,8.7,0.35,1.8034,,2015-01-05
2015,1,6,81.53,10.54,0.23,1.4556,,2015-01-06
2015,1,7,85.36,10.19,0.15,3.6636,,2015-01-07
2015,1,8,85.36,11.52,0.17,2.8154,,2015-01-08
2015,1,9,86.08,3.76,0.2,2.5118,,2015-01-09
2015,1,10,82.56,3.26,0.17,1.6123,,2015-01-10
2015,1,11,85.33,0.18,0.11,2.4955,,2015-01-11
2015,1,12,85.81,0.18,0.13,4.6301,,2015-01-12
2015,1,13,84.35,1.33,0.17,3.0624,,2015-01-13
2015,1,14,84.2,0.3,0.19,1.9884,,2015-01-14
2015,1,15,83.47,0.53,0.38,1.8446,,2015-01-15
2015,1,16,77.17,0.24,0.3,1.5869,,2015-01-16
2015,1,17,77.01,0.01,0.18,5.0462,,2015-01-17
2015,1,18,83.05,0.1,0.27,3.8626,,2015-01-18
2015,1,19,78.08,0.02,0.19,4.9879,,2015-01-19
2015,1,20,83.92,0.0,0.27,5.1595,,2015-01-20
2015,1,21,87.23,0.01,0.38,3.9463,,2015-01-21
2015,1,22,88.46,0.04,0.3,4.6212,,2015-01-22
2015,1,23,83.84,2.66,0.5,1.3382,,2015-01-23
2015,1,24,76.73,1.2,0.27,1.9536,,2015-01-24
2015,1,25,75.9,0.13,0.16,4.3841,,2015-01-25
2015,1,26,79.0,0.03,0.16,4.3361,,2015-01-26
2015,1,27,74.1,0.0,0.08,5.305,,2015-01-27
2015,1,28,72.24,0.0,0.04,5.3086,,2015-01-28
2015,1,29,73.47,0.0,0.08,5.5193,,2015-01-29
2015,1,30,82.02,0.4,0.09,4.2998,,2015-01-30
2015,1,31,80.33,0.22,0.12,4.6418,,2015-01-31
2015,2,1,80.22,0.01,0.24,5.2142,,2015-02-01
2015,2,2,82.26,0.86,0.39,3.3962,,2015-02-02
2015,2,3,80.38,0.23,0.35,1.9963,,2015-02-03
2015,2,4,80.63,0.11,0.52,2.4434,,2015-02-04
2015,2,5,78.01,0.86,0.27,4.6718,,2015-02-05
2015,2,6,80.14,1.13,0.12,3.8314,,2015-02-06
2015,2,7,75.92,0.18,0.09,4.4671,,2015-02-07
2015,2,8,80.12,0.0,0.13,5.8817,,2015-02-08
2015,2,9,75.82,0.0,0.22,5.9215,,2015-02-09
2015,2,10,70.56,0.21,0.1,5.2754,,2015-02-10
2015,2,11,78.11,0.27,0.15,5.6467,,2015-02-11
2015,2,12,82.93,1.51,0.3,2.8577,,2015-02-12
2015,2,13,78.98,0.12,0.22,4.4299,,2015-02-13
2015,2,14,80.22,0.09,0.2,5.1391,,2015-02-14
2015,2,15,76.57,0.08,0.26,4.8302,,2015-02-15
2015,2,16,78.17,0.0,0.21,5.2514,,2015-02-16
2015,2,17,78.17,2.6,0.3,3.6346,,2015-02-17
2015,2,18,78.48,3.11,0.44,1.6135,,2015-02-18
2015,2,19,82.09,0.91,0.2,2.4053,,2015-02-19
2015,2,20,79.64,0.06,0.27,4.1458,,2015-02-20
2015,2,21,81.07,0.0,0.24,5.7216,,2015-02-21
2015,2,22,81.01,0.01,0.22,5.6482,,2015-02-22
2015,2,23,82.54,0.24,0.24,5.2939,,2015-02-23
2015,2,24,80.76,0.89,0.25,2.7343,,2015-02-24
2015,2,25,77.45,0.09,0.37,5.0998,,2015-02-25
2015,2,26,79.36,0.81,0.52,2.0486,,2015-02-26
2015,2,27,79.85,0.98,0.46,2.4134,,2015-02-27
2015,2,28,80.1,0.08,0.31,4.7676,,2015-02-28
2015,3,1,78.76,0.03,0.39,4.0169,,2015-03-01
2015,3,2,78.16,0.2,0.3,4.5168,,2015-03-02
2015,3,3,75.47,0.05,0.29,5.6357,,2015-03-03
2015,3,4,74.41,0.0,0.21,5.9486,,2015-03-04
2015,3,5,67.94,0.95,0.29,4.8953,,2015-03-05
2015,3,6,64.41,1.99,0.28,2.6074,,2015-03-06
2015,3,7,73.36,6.81,0.24,1.8266,,2015-03-07
2015,3,8,80.31,2.25,0.29,4.0318,,2015-03-08
2015,3,9,77.36,0.06,0.36,5.5198,,2015-03-09
2015,3,10,80.87,0.45,0.5,4.0286,,2015-03-10
2015,3,11,83.4,20.26,0.44,2.6969,,2015-03-11
2015,3,12,77.66,7.97,0.28,1.272,,2015-03-12
2015,3,13,79.07,1.03,0.21,4.4083,,2015-03-13
2015,3,14,87.51,4.76,0.37,2.333,,2015-03-14
2015,3,15,79.4,3.11,0.32,2.6328,,2015-03-15
2015,3,16,77.51,0.7,0.17,3.5846,,2015-03-16
2015,3,17,75.74,0.03,0.34,4.4098,,2015-03-17
2015,3,18,72.92,0.03,0.4,5.0604,,2015-03-18
2015,3,19,77.82,0.04,0.35,5.5589,,2015-03-19
2015,3,20,77.9,0.01,0.35,5.1874,,2015-03-20
2015,3,21,81.81,0.2,0.41,4.2617,,2015-03-21
2015,3,22,89.8,5.78,0.68,2.9167,,2015-03-22
2015,3,23,85.85,12.1,0.65,1.5821,,2015-03-23
2015,3,24,82.3,3.27,0.35,3.3394,,2015-03-24
2015,3,25,83.87,3.26,0.39,5.3738,,2015-03-25
2015,3,26,75.96,2.93,0.37,6.1867,,2015-03-26
2015,3,27,74.34,8.11,0.63,3.6542,,2015-03-27
2015,3,28,71.71,1.29,0.39,4.2079,,2015-03-28
2015,3,29,72.32,0.43,0.36,5.9914,,2015-03-29
2015,3,30,72.78,0.03,0.3,6.403,,2015-03-30
2015,3,31,74.42,0.17,0.2,6.2215,,2015-03-31
2015,4,1,73.34,0.0,0.24,6.1346,,2015-04-01
2015,4,2,77.7,0.01,0.36,4.7378,,2015-04-02
2015,4,3,73.75,0.0,0.3,6.1738,,2015-04-03
2015,4,4,75.12,1.95,0.33,4.837,,2015-04-04
2015,4,5,76.98,3.92,0.26,5.2759,,2015-04-05
2015,4,6,72.83,0.02,0.25,6.0209,,2015-04-06
2015,4,7,71.5,0.01,0.25,5.8082,,2015-04-07
2015,4,8,71.78,0.01,0.24,6.2659,,2015-04-08
2015,4,9,73.68,0.0,0.26,5.8241,,2015-04-09
2015,4,10,77.17,0.93,0.28,5.6938,,2015-04-10
2015,4,11,74.98,0.33,0.35,5.838,,2015-04-11
2015,4,12,73.94,0.28,0.45,5.2217,,2015-04-12
2015,4,13,76.44,2.78,0.66,4.3574,,2015-04-13
2015,4,14,78.96,4.59,0.59,5.3436,,2015-04-14
2015,4,15,79.97,13.19,0.72,4.3692,,2015-04-15
2015,4,16,72.46,1.74,0.53,5.879,,2015-04-16
2015,4,17,72.78,0.5,0.52,4.8986,,2015-04-17
2015,4,18,72.02,3.37,0.47,4.8319,,2015-04-18
2015,4,19,73.85,1.52,0.49,5.9602,,2015-04-19
2015,4,20,74.3,2.61,0.64,5.3738,,2015-04-20
2015,4,21,78.07,1.21,1.2,4.4446,,2015-04-21
2015,4,22,73.52,0.08,0.96,4.8264,,2015-04-22
2015,4,23,71.24,0.07,0.78,5.6011,,2015-04-23
2015,4,24,68.58,0.08,0.78,5.7394,,2015-04-24
2015,4,25,62.1,0.14,0.57,6.2662,,2015-04-25
2015,4,26,57.58,1.41,0.5,6.6638,,2015-04-26
2015,4,27,53.75,0.09,0.43,6.6622,,2015-04-27
2015,4,28,67.81,2.14,0.79,4.5958,,2015-04-28
2015,4,29,73.51,14.49,0.72,1.501,,2015-04-29
2015,4,30,75.73,6.5,0.85,2.4408,,2015-04-30
2015,5,1,78.4,2.38,0.66,2.5486,,2015-05-01
2015,5,2,77.03,1.39,0.29,4.5703,,2015-05-02
2015,5,3,74.7,0.75,0.41,4.4023,,2015-05-03
2015,5,4,76.29,0.93,0.48,4.4686,,2015-05-04
2015,5,5,71.97,0.08,0.38,4.8077,,2015-05-05
2015,5,6,72.09,0.6,0.51,5.2142,,2015-05-06
2015,5,7,72.13,1.96,0.38,6.2304,,2015-05-07
2015,5,8,67.12,0.08,0.35,6.9703,,2015-05-08
2015,5,9,65.33,0.41,0.36,7.1179,,2015-05-09
2015,5,10,71.2,0.51,0.45,5.9479,,2015-05-10
2015,5,11,74.21,0.95,0.54,5.2927,,2015-05-11
2015,5,12,78.34,5.55,0.54,4.2149,,2015-05-12
2015,5,13,78.92,5.46,0.53,5.9155,,2015-05-13
2015,5,14,74.74,3.34,0.56,5.521,,2015-05-14
2015,5,15,71.97,1.39,0.47,6.2856,,2015-05-15
2015,5,16,70.52,1.3,0.42,5.8766,,2015-05-16
2015,5,17,70.91,0.79,0.35,6.7646,,2015-05-17
2015,5,18,72.02,2.1,0.24,6.4296,,2015-05-18
2015,5,19,68.46,0.48,0.29,6.9559,,2015-05-19
2015,5,20,68.96,0.46,0.32,6.2525,,2015-05-20
2015,5,21,71.8,3.71,0.34,5.5178,,2015-05-21
2015,5,22,72.56,6.82,0.43,4.578,,2015-05-22
2015,5,23,71.63,3.56,0.46,6.612,,2015-05-23
2015,5,24,75.31,8.0,0.39,5.6803,,2015-05-24
2015,5,25,71.58,3.69,0.29,6.617,,2015-05-25
2015,5,26,73.81,4.03,0.39,5.5608,,2015-05-26
2015,5,27,74.5,2.46,0.36,5.9647,,2015-05-27
2015,5,28,68.47,0.71,0.33,6.3842,,2015-05-28
2015,5,29,73.44,2.66,0.33,5.8236,,2015-05-29
2015,5,30,72.19,2.79,0.36,4.3764,,2015-05-30
2015,5,31,77.25,8.14,0.53,2.3198,,2015-05-31
2015,6,1,76.21,5.21,0.51,2.4974,,2015-06-01
2015,6,2,71.35,1.28,0.18,6.4466,,2015-06-02
2015,6,3,75.7,0.72,0.2,4.1854,,2015-06-03
2015,6,4,78.6,1.68,0.32,4.111,,2015-06-04
2015,6,5,79.27,8.0,0.35,4.2485,,2015-06-05
2015,6,6,76.53,10.24,0.27,4.134,,2015-06-06
2015,6,7,73.39,2.84,0.1,6.3463,,2015-06-07
2015,6,8,70.49,0.41,0.11,6.6499,,2015-06-08
2015,6,9,70.74,1.54,0.17,6.6494,,2015-06-09
2015,6,10,75.4,3.52,0.21,6.3763,,2015-06-10
2015,6,11,75.62,9.56,0.19,6.2515,,2015-06-11
2015,6,12,74.72,7.14,0.26,6.594,,2015-06-12
2015,6,13,78.67,11.11,0.14,6.1634,,2015-06-13
2015,6,14,78.28,6.97,0.2,4.9606,,2015-06-14
2015,6,15,80.73,7.94,0.32,4.595,,2015-06-15
2015,6,16,83.18,13.7,0.43,5.6484,,2015-06-16
2015,6,17,85.8,7.93,0.43,5.0038,,2015-06-17
2015,6,18,83.23,8.21,0.34,6.3038,,2015-06-18
2015,6,19,83.24,11.14,0.44,5.1485,,2015-06-19
2015,6,20,82.15,9.16,0.61,5.3016,,2015-06-20
2015,6,21,80.13,3.48,0.63,5.5543,,2015-06-21
2015,6,22,76.7,1.88,0.74,6.1212,,2015-06-22
2015,6,23,77.87,5.26,0.57,6.1435,,2015-06-23
2015,6,24,83.37,7.4,0.4,5.3789,,2015-06-24
2015,6,25,79.04,2.85,0.33,5.5013,,2015-06-25
2015,6,26,75.98,1.43,0.36,5.5471,,2015-06-26
2015,6,27,80.28,3.57,0.44,5.165,,2015-06-27
2015,6,28,78.07,3.52,0.52,3.7922,,2015-06-28
2015,6,29,76.36,3.46,0.45,5.9345,,2015-06-29
2015,6,30,80.99,4.62,0.38,5.1758,,2015-06-30
2015,7,1,82.46,5.37,0.49,5.0143,,2015-07-01
2015,7,2,81.41,7.57,0.44,4.663,,2015-07-02
2015,7,3,80.2,6.74,0.41,3.3226,,2015-07-03
2015,7,4,84.02,7.04,0.49,4.687,,2015-07-04
2015,7,5,80.03,4.69,0.39,5.9256,,2015-07-05
2015,7,6,79.85,4.18,0.32,6.2462,,2015-07-06
2015,7,7,81.97,3.28,0.36,6.5549,,2015-07-07
2015,7,8,80.44,5.95,0.55,6.5314,,2015-07-08
2015,7,9,80.64,18.86,0.47,5.357,,2015-07-09
2015,7,10,79.21,13.17,0.5,4.5262,,2015-07-10
2015,7,11,84.7,29.78,0.53,5.6702,,2015-07-11
2015,7,12,85.85,19.93,0.45,5.7667,,2015-07-12
2015,7,13,78.28,0.65,0.19,6.258,,2015-07-13
2015,7,14,81.31,0.14,0.24,6.8095,,2015-07-14
2015,7,15,84.28,5.72,0.23,6.4601,,2015-07-15
2015,7,16,83.05,6.16,0.29,6.1183,,2015-07-16
2015,7,17,83.85,7.79,0.29,6.589,,2015-07-17
2015,7,18,82.85,6.2,0.39,5.711,,2015-07-18
2015,7,19,81.54,6.16,0.23,6.5954,,2015-07-19
2015,7,20,81.43,4.28,0.2,6.8803,,2015-07-20
2015,7,21,83.19,4.6,0.26,6.4634,,2015-07-21
2015,7,22,81.46,0.52,0.26,6.1246,,2015-07-22
2015,7,23,82.46,1.45,0.31,5.9472,,2015-07-23
2015,7,24,81.93,3.59,0.26,6.6283,,2015-07-24
2015,7,25,81.84,3.26,0.26,6.5474,,2015-07-25
2015,7,26,78.89,0.36,0.28,6.629,,2015-07-26
2015,7,27,76.76,0.25,0.21,7.3541,,2015-07-27
2015,7,28,74.05,0.27,0.22,6.9725,,2015-07-28
2015,7,29,74.68,2.32,0.31,6.6566,,2015-07-29
2015,7,30,75.4,0.96,0.42,6.3346,,2015-07-30
2015,7,31,76.0,4.68,0.36,6.4286,,2015-07-31
2015,8,1,76.15,1.0,0.37,6.7656,,2015-08-01
2015,8,2,75.54,0.23,0.3,6.8894,,2015-08-02
2015,8,3,77.73,1.37,0.24,6.6511,,2015-08-03
2015,8,4,81.59,5.95,0.27,6.1807,,2015-08-04
2015,8,5,77.97,2.53,0.26,6.9629,,2015-08-05
2015,8,6,79.5,5.25,0.22,6.4956,,2015-08-06
2015,8,7,77.42,2.52,0.25,6.7778,,2015-08-07
2015,8,8,74.48,1.47,0.24,6.5986,,2015-08-08
2015,8,9,73.77,1.95,0.17,6.5868,,2015-08-09
2015,8,10,74.86,2.84,0.16,6.7236,,2015-08-10
2015,8,11,80.64,18.77,0.2,6.3514,,2015-08-11
2015,8,12,84.36,34.57,0.23,4.4633,,2015-08-12
2015,8,13,80.16,12.19,0.33,5.1989,,2015-08-13
2015,8,14,73.08,0.8,0.17,7.075,,2015-08-14
2015,8,15,77.91,1.75,0.18,6.791,,2015-08-15
